0.006331877729257647, -0.00008379904781424113
0.006986899563318778, 0.005520628064256759
0.010480349344978164, 0.011854949316601762
0.017685589519650657, 0.017781625888732992
0.029039301310043668, 0.022488206059937253
0.04694323144104804, 0.026136169265208956
0.07161572052401749, 0.02913156401242255
0.10502183406113538, 0.032204639146816316
0.13318777292576423, 0.034386340705941695
0.16069868995633188, 0.03632462598332098
0.18515283842794764, 0.03793924298078286
0.19803493449781662, 0.03874628545079059
